ID, Nome, Preco, Minimo de noites
27781,Newly Remodeled 2BR Flat in Atwater Village,190,30
27782,Top Floor Retreat in Westwood,140,30
27783,Enchanting Modern Hollywood Hills,1586,30
27784,The SOFI Special,191,3
27785,Luxury suite with private entrance,156,3
27786,COZY Guest House by Universal Studios HOLLYWOOD!,82,2
27787,East Hollywood Little Armenia Cosy Apt,160,1
27788,So fly @ SoFi,100,31
27789,Creative and cozy place,100,4
27790,GLENDALE PRIVATE ONE KING BED,153,1
27791,Beautiful and Large One bedroom minutes to Studios,101,30
27792,Remodeled beach house 2 blocks from strand!,407,21
27793,52 Street Studio - near USC & SoFi stadium,104,2
27794,Hollywood 1Bed Apt w Rooftop pool & Panoramic View,170,30
27795,Blueground | Playa del Rey gym pool nr Beach,179,31
27796,Charming Bungalow w/ Private Backyard Oasis,325,3
27797,[3-5] USC DTLA Private Bedroom,30,30
27798,Private Ensuite Room/Bath in Serene Setting #2,155,30
27799,Spacious LA Luxury Retreat By Universal Studios!,405,1
27800,Savona Bel Air: 6B Italian Villa w/ Stunning Views,1690,31
27801,Perfect Suite near Universal Studios,265,30
27802,Standard Queen Room Near Beverly Hills School LA,334,30
27803,Shared Room Available For females,27,30
27804,Sleek 3-4 BR Home Built 2023 Office & Bonus Rm p63,287,30
27805,Enjoy a Relaxing Stay in LA,219,1
27806,Blueground | Downtown pool hot tub nr 110,181,31
27807,Paradise in Los Angeles,800,30
27808,Single Room Separate From House,90,1
27809,B - Entire Place 3 bedroom | Rowland Heights,128,1
27810,Modern Home - SoFi Stadium Forum LAX & beaches,165,2
27811,Cozy Queen bedroom #3,42,31
27812,Blueground | Westwood gym nr ucla/medical center,190,31
27813,Tranquil Toluca Woods Charmer,342,3
27814,Spacious Retreat Home Near Disneyland & DTLA,199,31
27815,Adorable one bedroom unit in Los Angeles .,99,30
27816,Spanish Style| Scenic LA | Near Disney | Safe Area,181,3
27817,Cozy and Chic 2x2 Apt. in DTLA,155,30
27818,Bright 3B front house with basketball hoop,166,2
27819,Cozy 1Bdrm| SoFi LAX KIA Forum,60,31
27820,Windsor Hills/ View Park 3.7 miles to SoFi Stadium,150,7
27821,Ultra Luxury 3BR/BA Oasis with Free Parking,256,2
27822,Casita NoHo,199,1
27823,2 houses with pool hot tub and sauna!,470,30
27824,Casa del Sol - 3 Bedroom Home Located in South LA,124,30
27825,Modern 1 BD Guesthouse  in NOHO,99,31
27826,420 Friendly So Fun w/Games + Sauna by LAX & Sofi,221,2
27827,Private Cottage Hollywood Hills (2),172,31
27828,Remodeled Mid Century Deck House.,320,30
27829,Upper Brentwood 1BD/1BA w/ Balcony,116,31
27830,Great Spot with Big Amenities,125,31
27831,Los Feliz 2 bedroom (4997)Upper Unit,125,30
27832,Single family home in green hills of Mt Washington,229,30
27833,Hollywood Hills View Escape,95,1
27834,Stradella Hideaway: Luxurious Double-Gated Estate,2212,5
27835,Blueground | Burbank gym & pool nr TJ & WF,247,31
27836,Cozy 1 bedroom Rental Unit in Inglewood,200,31
27837,Gorgeous Hillside Oasis with Spectacular Views!,500,30
27838,Lavish Beverly Hills Mansion | Pool+Gym |City View,3752,31
27839,Newly Renovated Los Angeles Front House W/parking,111,2
27840,incredible Round MidCentury house,3000,2
27841,Pasadena! - Birds Butterflies and Books,151,2
27842,2Bd/2Bth Private Home Parking&Laundry Near LA!,221,1
27843,Bright spacious NoHo condo 3BR/2BA,186,30
27844,Penthouse Living at a Hip Loft in the Heart of LA,206,2
27845,Chic Family-Friendly Home in Studio City,375,31
27846,Nice Cozy Private Room Near LAX,77,31
27847,Los Angeles Home with a View,2000,30
27848,Hollywood glam with pool. Message for short stays,86,31
27849,Private room with queen bed near Universal studio,68,30
27850,Private cozy 1 bedroom unit in Valley Village,159,31
27851,Private room. Quiet neighborhood by LAX/Sofi/Foru,86,2
27852,Walk 2 Beach Parking A/C W/D 15min2LAX Remodel,161,2
27853,Lush private oasis in Encino!,385,31
27854,Private condo in the HEART of Sherman Oaks - WiFi,175,30
27855,New 1BR Home Built in 2022 Located in NOHO (p54),101,30
27856,2 Bed Private & Bathroom in Home Close to DTLA,75,2
27857,Summer Vacation Oasis with Pool,669,3
27858,Charming 2BD for pleasant time with family/friends,221,3
27859,Staples Center Studio,60,30
27860,Spacious & Modern 1BedRm in Noho,158,2
27861,1920s Inglewood LAX Bungalow House Parking W/D,88,31
27862,Spacious 3 BR home next to park near Sofi & Forum,250,2
27863,Deluxe King Room Near Embody Beverly Hills LA,668,30
27864,3b/2b Vintage Home 12 mins to LAX 10 min to SoFi,285,3
27865,guest house,75,14
27866,Steps to Beach Manhattan Beach 2 Bedroom Parking,365,1
27867,M2M's 20% off LAX Proximity: Comfy Stay E#41787,362,31
27868,Fully remodeled 3 bedroom Condo with heated pool,250,2
27869,Charming Atwater Bungalow Casita Rosa,111,30
27870,[3-4] USC DTLA Private Bedroom,41,30
27871,The Sweet Summer/ San Vicente Village,96,30
27872,Mid-Century Modern LA Home,364,2
27873,Bed in cozy house with a love!,29,30
27874,Happy room No.3,65,1
27875,3B/2B Haven near Atlantic Square,204,2
27876,The Eagle Rock Atelier,128,30
27877,Modern 5/3 bath 5 miles to Universal/HW sleeps 10.,350,30
27878,Bright Airy Spanish style Atwater bungalow,155,30
27879,Modern Duo House,175,30
27880,Home in Inglewood,295,3
27881,Soo Casa: SoFi Stadium Retreat with Workspace!,221,1
27882,5B Tranquil Family Retreat with Pool Table/Garden,261,2
27883,DTLA Lofts Done Right,159,30
27884,Hermosa Haven,168,30
27885,El mirador: retreat near metro with amazing views,125,30
27886,The Steel State Luxury Home + Heated Pool Jacuzzi,500,1
27887,Charming Room with Private Bath and Outdoor Deck,50,1
27888,Quiet Cozy House in North Hollywood,200,30
27889,Celebrity Home in the Hills,516,3
27890,Luxurious Hollywood Hills view!,178,1
27891,Penthouse living 1 Bedroom w/ Balcony,135,30
27892,Luxury Highrise with views,173,1
27893,Cozy room w/ private Bath 12 miles away to Disney,62,2
27894,1924 Spanish Retreat in the Hollywood Hills,459,5
27895,Cozy bedroom,90,1
27896,Glendale Stylish Suite w/Parking,143,2
27897,Small private room #66,30,30
27898,Private Master Bedroom w Private Entrance/Pathway,50,30
27899,Lux 3bed 2bath in heart of DTLA,198,30
27900,Stunning Luxury Home /w Private Pool & Spa,485,30
27901,Cheerful bedroom w/private bath,64,20
27902,South Bay Residence #3,71,2
27903,Cheerful home with cool ocean breeze indoor/outdoor living,81,3
27904,NoHo by AvantStay | North Hollywood Townhome,223,1
27905,Cheerful guest house with pool,265,4
27906,Spacious cool apartment,175,30
27907,Modern luxury Villa@heart of LA,979,30
27908,Cozy Private Room near Burbank Studios,85,7
27909,Amazing Home Universal hot tub fire pit,583,30
27910,Spacious master bedroom in Santa Monica UCLA,59,30
27911,Ocean View Condo Steps to The Beach,249,31
27912,Small home with big personality!,93,30
27913,Hollyridge Mountain Dream,990,3
27914,Fox Den - 2BD1BA House in Eagle Rock,115,30
27915,Entire House Good for 10 ppl Near Disney w/ Garage,185,1
27916,LuxTownhouse w/pool GYM business&game room parking,479,31
27917,Fabulous NoHo Home,413,3
27918,1 Bedroom 1 Den Condo DTLA,121,30
27919,Blueground | Westwood gym next to village shops,204,31
27920,DTLA High Rise W/ free parking,139,30
27921,5 Star Luxury Resort Gated Home.,120,30
27922,Fulton II by AvantStay | Rooftop Patio w/ Views!,299,1
27923,Female Only 4 Person Dormitory at UCLA,68,30
27924,2 Story + 2 Master Bedrooms + 2.5 Bath + 2 parking,212,2
27925,Newly Remodeled Secluded home with a downtown view,110,30
27926,Chic Downtown Loft,129,30
27927,Private Hollywood Hills Refuge w/ Incredible Views,750,4
27928,Villa Aman by Stay Awhile,680,2
27929,Farmhouse Melody Acres Homestead,155,30
27930,Charming Poolside Guest House,169,3
27931,K-Town in Los Angeles: Private Studio 111+Bathroom,67,30
27932,Stylish Retreat by Los Angeles Universal Studios!,220,1
27933,The Morrison Modern Lux- New 4 bedroom,636,30
27934,RARE 3 Bedroom Penthouse,190,30
27935,Gorgeous 2 Bedroom Studio City Flat (14),170,30
27936,Fancy studio all to yourself close to everything!,119,1
27937,Elegant quiet condo near the beach,164,12
27938,NoHo Oasis for 8 near Hollywood with pool & spa!,450,2
27939,Secluded House with a Garden Patio Overlooking Eagle Rock,389,2
27940,Beautiful resort like home near everything,500,30
27941,Scandinavian Vibe - Stunning Views!,208,30
27942,King Room-Sky Line view -Los Angeles Downtown,135,1
27943,Private entrance priavte room,60,1
27944,LOS ANGELES LARGE PRIVATE ROOM + PRIVATE BATHROOM,34,30
27945,Gated Modern Exclusive Estate w/pool & BB court,1800,30
27946,Hollywood/Universal Studios Unit,111,1
27947,Los Angeles Master Suite,78,1
27948,Home with Large Backyard Private,202,30
27949,Sleek Renovated 1BR w/Private Fenced Patio p45,119,30
27950,20% Discount|Extended Stay Available|Near USC/DTLA,39,30
27951,Secluded Villa with Pool Spa Views Gardens,308,3
27952,A room with fire place/ balcony,49,30
27953,Modern beautiful cozy private bedroom & bathroom,75,5
27954,Light Oasis - peaceful bedroom in house,47,30
27955,Private Rm near Beach in Pacific Palisades Apt,68,30
27956,Charming 2BR/1BA private home w/yard in SilverLake,167,2
27957,Enjoy LA at 545 Happy Place! (3) Near SoFi & LAX.,89,31
27958,King Bed Studio w/Pool in Hollywood,171,1
27959,Exquisite Design masterpiece oasis!,450,30
27960,Echo Park Design Home with Pool,995,3
27961,Gorgeous Green Guesthouse,95,31
27962,Private Paradise by LAX SOFi SpaceX Beaches R#4,55,31
27963,3bd/2bth Private Bungalow with front Yard!,140,30
27964,Beach Home in Sherman Oaks!,220,30
27965,3 Bed 2 Bath House Uphill with City Light View,199,30
27966,Santa Monica oceanfront 1bd w/ pool & parking spot,179,30
27967,New Modern Stand-Alone Home in Great Location,130,30
27968,New and Deluxe home in Freeman,200,1
27969,Casa Cacti in Highland Park,220,30
27970,Adorable 1-Bedroom Bungalow Style Guest House,90,30
27971,luxury spacious downtown loft,147,30
27972,Hollywood Hills Zen Retreat with Gorgeous Views,302,1
27973,Modern Palisades Guesthouse Retreat,185,30
27974,Tranquil Oasis Villa Pool,937,30
27975,Burbank 7 Monthly Dorm Room Student Artist Oasis,34,30
27976,stores malls and transportation walking distance,80,2
27977,Simple Studio in LA! Close to Downtown!,101,2
27978,Room close to Beach & Airport.,79,1
27979,Ultra-Modern 4BR Home w/ Pool & Basketball,699,30
27980,Private room with your own bathroom in Lake Balboa,83,2
27981,Indoor-Outdoor Living in a 1920s Bungalow,160,30
27982,Pickleball + B-ball Court | EV Charger | LA Villa,264,2
27983,Private Entrance  Huge lounge 3bed/2bath,210,4
27984,Elegant 2BR in DTLA with Free Parking & Amenities,231,1
27985,Electric gated 1 acre farmer,65,30
27986,Luxury hilltop retreat majestic views and hot tub,538,30
27987,Happy home,110,30
27988,Sweet Lil Spot in Highland Park,50,30
27989,Hermosa Exec House 3Blocks to Beach,400,30
27990,The YeeHaw Palace: Screenwriter's Bungalow,244,1
27991,Relais in LA relax in your home away from home,195,30
27992,Private Cozy Room with attached bathroom,85,28
27993,SoFi Stadium Hollywood & Lax Cozy Apartment,144,31
27994,Silver Lake Hilltop Hideaway,180,1
27995,Charming craftsman guest house,130,30
27996,Modern Home 15 min to Universal Studios,237,1
27997,Private Room/Redondo Beach/SB,65,25
27998,EXCLUSIVE NEWLY BUILT 2 ROOM Guest House,174,30
27999,Bedroom with Private entrance & private bathroom,85,30
28000,Universal studios Hollywood Home with Pool,418,1
28001,1 bedroom guesthouse - 10 minutes from Downtown LA,62,30
28002,Calm pleasant room  in the hills of Glassell Park,60,30
28003,1 Bdrm Guest unit. 600 SF With weekly maid service,129,30
28004,Pacific Palisades Village Gem,139,3
28005,The Palm Oasis,250,30
28006,Private room in quiet community,44,30
28007,Master bedroom with private bathroom near Disney,78,1
28008,Luxurious Apartment With pool Jacuzzi And Free Spa,315,1
28009,Beautiful Private Patio room  - 4 blocks- Beach !!,154,30
28010,Cozy convenient mini suite! Registration 000857,116,4
28011,Private Room and Bath in Cozy Cottage,50,31
28012,Friendly LA Getaway Home!,372,30
28013,Cozy 1 bedrm home of your own Burbank Ranch area,101,3
28014,Chic Studio In Westchester - Near LAX,95,30
28015,Spacious & Tranquil Oasis Awaits,89,30
28016,Spacious bedroom with T. V.  and private bathroom,75,3
28017,Private Suite in Music Themed Artist Loft Downtown,349,30
28018,#88 Family Mansion w/Pool&Spa:mins to Dtwn/Hlywood,799,1
28019,Huge Guest Bedroom near LAX/Sofi with FREE Parking,99,2
28020,Nice room in quiet Echo Park home in nature,99,2
28021,Serene Hillside Guest House Close to Downtown,95,30
28022,Luxury Villa Los Angeles 5 BD & Pool,503,1
28023,Luxury 2bd-1bth Apartment in LA 08.,135,30
28024,Charming 1 Bedroom Apartment in DTLA.,110,30
28025,Charming 1-BDR South Pasadena Apartment,100,3
28026,A1. MidCity Exclusive Master Suite w/Private Bath,55,1
28027,COZY ROOM UCLA SANTA MONICA,68,30
28028,Spacious 3 bedroom home,215,2
28029,Near DTLA's Private Bedroom #1,33,30
28030,#108 Arts District+Little Tokyo Private Bunk Beds,48,2
28031,Top Floor Ocean-View 1 Block to Beach Pools+Gym!,177,7
28032,High-end Guesthouse,70,30
28033,House staged for photos and events,929,1
28034,Hermosa Newly Remodeled home close to BCH & Pier,295,30
28035,Peaceful Room with an Oriental Feel in an Elegant Townhouse,75,30
28036,huge and beautiful 7bedrooms woodland hills house,429,1
28037,115 Upscale Dream Luxurious Villa -Pool!,677,30
28038,Stunning 3br in the heart of LA near LAX & RAMS !,313,3
28039,Gorgeous 1 bedrm in quiet yet central LA location,85,31
28040,Resort Like Home !,136,30
28041,Near Lax W/AC Shared Bath Near LAX & Beaches  #2,59,30
28042,Nice! convenient! Small house Studio D,79,30
28043,The Little HideAway,125,30
28044,Convenience & Comfort! Dogs Allowed!,300,1
28045,Pristine Studio Near LAX LMU SoFi and Beaches!,66,30
28046,Mins to LAX and Beaches|Spacious Tiny Home,135,1
28047,Cozy Private Room in my home,55,30
28048,Nice and quiet place.,95,30
28049,Luxury Oasis: Heated Pool & Home Theater,442,1
28050,Hollywood Hills w/ Heated Pool/Spa/Game Room,366,2
28051,Room in The Valley,38,30
28052,A2 : Spacious and bright room/shared bathroom/TV,60,1
28053,Spacious Family Villa with Large Backyard,326,1
28054,Hollywood Hills Private Guest House,84,90
28055,Spacious 2BR with Heated Pool & Spa,240,1
28056,Private Beach Guestroom,108,30
28057,Bright 3BR Home with Private Yard Near Dodger -COR,209,2
28058,Private Room w/Private bathroom in shared apt.,67,1
28059,Nice Room in shared home female only please.,50,7
28060,Peaceful & Beautiful! Pool Firepit BBQ Central,317,1
28061,Cheerful Home with Ocean Breeze,60,3
28062,Spa Getaway w/ Steam & Sauna - A Hidden Gem!,150,1
28063,Spacious Retreat: 3BR Apartment,197,2
28064,La Casita DiVina,196,2
28065,Movie Nest | 2BR | Huge Backyard w Grill,120,1
28066,5135 SweetHome-Close to Beaches LAX &Freeway 405,134,1
28067,Hollywood Hills Sweeping Views,297,30
28068,The MET @ Warner Center Luxury condo pool spa TC,125,31
28069,The Redondo Retreat,350,3
28070,Pet Friendly 1BR Home w Yard & Parking,91,30
28071,Guest Studio Universal private entry,144,1
28072,Downtown Penthouse Suite,260,30
28073,Private Room own bath with Private Entrance.,61,5
28074,Cute n Cozy spacious artsy apt,42,30
28075,Hollywood suite Steps to Studios Fast Internet!,99,1
28076,Cozy Oasis In The Valley,89,30
28077,High End One Bedroom Suite with Beautiful VIEWS,365,3
28078,Modern 4BR Close to Universal + Great BBQ Area!,294,30
28079,Palisades Beach Town Private Entry & Guest Room,200,2
28080,Guesthouse in Redondo Beach CA,96,30
28081,New Comfy Guesthouse in Encino,120,30
28082,Modern & Sun-Filled Family Home,403,2
28083,Relaxing Space w/ Patio Ideal for Long Term Stays,95,31
28084,Cali Dreamin' Beach Studio,85,30
28085,xSpacious 1BR 1 bath + washer/ dryer By 1furnished,100,30
28086,Blueground | Pacific Palisades hot tub nr beach,267,31
28087,Spacious Reseda San Fernando Valley Flair,45,30
28088,Spacious Private Modern 4 BR House + Game Room,346,2
28089,LAX 2 room studio.,84,30
28090,Gorgeous and Private Mountain Retreat,118,30
28091,North Hollywood Poolhouse Oasis,360,30
28092,Beautiful 3Bd Home | Private yard! | Hwy Access,220,30
28093,4BR/2BA Near Pasadena/10 miles to DTLA,136,2
28094,Modern Sherman Oaks Oasis w/ Pool & Theater,867,30
28095,BEAUTIFUL SHERMAN OAKS HOME w POOL & OUTDOOR OASIS,265,30
28096,Charming Echo Park Retreat | Walk to Parks | Deck,93,30
28097,Stay with Batya Cozy 1 BR Apt 1 Block from Beach.,116,3
28098,Modern Oasis Private Room,69,30
28099,Monthly Rooms @ Home away from Home -Woodland Hill,69,30
28100,540263 Dual-Master Luxurious  Suite,163,30
28101,Guest Room in Echo Park Townhouse,98,30
28102,Cozy Bungalow near Universal,138,2
28103,Blueground | Playa Del Rey pool & gym,229,31
28104,Surfer's Retreat,168,30
28105,Serene & Bright Queen Suite SoFi/LAX/Culver City,129,2
28106,Central LA Hub nearby Dodgers Pasadena & Downtown,345,2
28107,The Hollywood Dream House Oasis,882,3
28108,Clean & Modern Home in South Pasadena (4BR/2BA),386,1
28109,Balcom by AvantStay | Newly Furnished Valley Home,187,1
28110,Stylish Sherman Oaks Townhouse W 3 Master Suites,316,3
28111,Cityscape Huge 1 bedroom Home sleeps 5,201,30
28112,Your LA Home,182,2
28113,Cozy Room in North Hollywood,58,31
28114,Luxury beautiful modern house in prime location,995,30
28115,2 BR Private Guesthouse | Patio+Pool | Wash+dry,103,30
28116,California Dream Home !,1400,30
28117,Contemporary Single Family - 1 mile from the beach,296,3
28118,Hollywood Sign View! Luxury / Modern Free Parking!,259,2
28119,Echo Park Hilltop Retreat with Views,325,2
28120,2bd apartment/Mins from Hollywood,105,30
28121,Silver Lake Mid-century Nestled in the Treetops,378,2
28122,5 Minute walk to the ocean!,124,28
28123,Charming 1 bdrm Mt. Washington Highland  Park,80,30
28124,Spacious Ranch Home in LAs SFValley,24,31
28125,Guest House Retreat On Mt. Washington,163,2
28126,Charming 3-bedroom home by LMU Sofi Beach,611,30
28127,Hollywood Hills Home With Patio And Stunning Views,325,30
28128,Male Furnished + Wifi double,38,30
28129,Ridgeview,108,30
28130,Modern Chic Guest House in Burbank Hills,130,28
28131,Serene Casa Retreat 2B1B Home,80,30
28132,2 Bedroom Ocean Views Close 2 Restaurants & Beach,252,5
